Brand,Name,Processor_Name,Processor_Brand,RAM_Expandable,RAM,RAM_TYPE,Ghz,Display_type,Display,GPU,GPU_Brand,SSD,HDD,Adapter,OS,VRAM,Price_VND
Infinix,Infinix INBook X2 Plus XL25,Intel Core i5 (11th Gen),Intel,0,16, LPDDR4X RAM,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,15897000
ASUS,ASUS TUF Gaming F15 FX506HE-HN385WS,Intel Core i7 (11th Gen),Intel,32,16, DDR4 RAM ,2.3,LCD,15.6,GeForce RTX 3050 Ti,NVIDIA,1024,0,180.0,Windows 11,4,24899700
Infinix,Infinix INBook X2 Plus XL25,Intel Core i5 (11th Gen),Intel,0,8, LPDDR4X RAM,4.7,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,8697000
ASUS,ASUS TUF Gaming A15 FA506ICB-HN075WS,AMD Octa-Core Ryzen 7,AMD,32,16, DDR4 RAM ,4.2,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,23370000
MSI,MSI GF63 Thin 11UCX-1496IN,Intel Core i5 (11th Gen),Intel,0,16, DDR4 RAM,4.2,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,65.0,Windows 11,4,17577000
Lenovo,Lenovo Ideapad Slim 3i 15IAH8,Intel Core i5 (12th Gen),Intel,16,16, LPDDR5 RAM ,2.0,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,17097000
ASUS,ASUS TUF Gaming F15 FX506HF-HN024WS,Intel Core i5 (11th Gen),Intel,32,8, DDR4 RAM ,2.7,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,150.0,Windows 11,4,17997000
ASUS,ASUS VivoBook Pro 15 M6500QF-HN741WS,AMD Octa-Core Ryzen 7,AMD,0,16, DDR4 RAM,3.1,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,120.0,Windows 11,4,18297000
HP,HP Victus 15-fb1016AX,AMD Hexa-Core Ryzen 5,AMD,8,8, DDR5 RAM ,3.3,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,65.0,Windows 11,4,19797000
ASUS,ASUS VivoBook 16 M1605YA-MB542WS,AMD Hexa-Core Ryzen 5,AMD,0,16, DDR4 RAM,2.0,LCD,16.0,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,14997000
HP,HP 15-fd0186TU,Intel Core i3 (13th Gen),Intel,8,8, DDR4 RAM ,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,12039600
HP,HP 15-fd0024TU,Intel Core i7 (13th Gen),Intel,0,16, DDR4 RAM,3.4,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,26190000
Lenovo,Lenovo Ideapad Slim 1 15AMN7,AMD Quad-Core Ryzen 3,AMD,8,8, LPDDR5 RAM ,2.4,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,10197000
ASUS,ASUS VivoBook 15 X515EA-EZ501WS,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,2.4,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,19199700
HP,HP 14s-dy5008TU,Intel Core i3 (12th Gen),Intel,8,8, DDR4 RAM ,3.3,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,11097000
HP,HP 15s-fr5010TU,Intel Core i5 (12th Gen),Intel,8,8, DDR4 RAM ,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,15899700
Lenovo,Lenovo V15 ITL G2,Intel Core i3 (11th Gen),Intel,0,4, DDR4 RAM,3.0,LED,15.0,Integrated Graphics,Intel,256,0,65.0,Windows 10,0,9897000
ASUS,ASUS VivoBook Pro 15 OLED K6500ZC-L501WS,Intel Core i5 (12th Gen),Intel,0,16, LPDDR5 RAM,2.0,LED,15.6,GeForce RTX 3050,NVIDIA,512,0,150.0,Windows 11,4,23265000
ASUS,ASUS VivoBook S14 OLED Intel Evo S3402ZA-KM702WS,Intel Core i7 (12th Gen),Intel,0,16, DDR4 RAM,3.0,LED,14.0,Integrated Graphics,Intel,512,0,90.0,Windows 11,0,22797000
HP,HP Pavilion x360 14-ek0183TU,Intel Core i3 (12th Gen),Intel,0,8, DDR4 RAM,4.2,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,16497000
ASUS,ASUS VivoBook Pro 15 M6500QC-HN542WS,AMD Hexa-Core Ryzen 5,AMD,16,16, DDR4 RAM ,3.3,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,120.0,Windows 11,4,19797000
ASUS,ASUS VivoBook Go 14 E410KA-EK013W,Intel Celeron Dual-Core,Intel,0,8, DDR4 RAM,1.1,LCD,14.0,Integrated Graphics,Intel,256,0,33.0,Windows 11,0,6897000
ASUS,ASUS TUF Gaming F15 FX506HC-HN089WS,Intel Core i5 (11th Gen),Intel,32,8, DDR4 RAM ,2.7,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,18297000
Lenovo,Lenovo Thinkpad E14,Intel Core i5 (12th Gen),Intel,48,8, DDR4 RAM ,1.3,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,20397000
Lenovo,Lenovo LOQ 15IRH8,Intel Core i7 (13th Gen),Intel,16,16, DDR5 RAM ,2.4,LCD,15.6,GeForce RTX 4050,NVIDIA,512,0,170.0,Windows 11,6,28797000
MSI,MSI GF63 Thin 12UCX-265IN,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,3.3,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,65.0,Windows 11,4,19497000
Lenovo,Lenovo Legion 5 15ACH6,AMD Octa-Core Ryzen 7,AMD,0,16, DDR4 RAM,3.1,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,230.0,Windows 11,4,29397000
Lenovo,Lenovo Thinkpad E14 Gen 4,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,3.3,LCD,14.0,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,21840000
MSI,MSI GF63 Thin 12UCX-266IN,Intel Core i5 (12th Gen),Intel,0,8, DDR4 RAM,3.3,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,65.0,Windows 11,4,17997000
MSI,MSI Bravo 15 B7ED-012IN,AMD Hexa-Core Ryzen 5,AMD,0,8, DDR5 RAM,4.2,LCD,15.6,Radeon RX6550M,AMD,512,0,65.0,Windows 11,4,15417000
Lenovo,Lenovo IdeaPad Slim 3 15AMN8,AMD Quad-Core Ryzen 3,AMD,8,8, LPDDR5 RAM ,2.4,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,9867000
MSI,MSI Modern 15 B12M-613IN,Intel Core i3 (12th Gen),Intel,8,8, LPDDR4X RAM ,3.3,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,9777000
Acer,Acer One 14 Z8-415,Intel Core i5 (11th Gen) Processor,Intel,32,8, DDR4 RAM ,2.5,LCD,14.0,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,12897000
MSI,MSI Katana 17 B12VFK-673IN,Intel Core i7 (12th Gen),Intel,0,16, DDR5 RAM,4.7,LCD,17.3,GeForce RTX 4060,NVIDIA,1024,0,65.0,Windows 11,8,32997000
HP,HP 250 G8,Intel Core i3 (11th Gen) Processor,Intel,0,4, DDR4 RAM,2.5,LED,15.6,Integrated Graphics,Intel,64,1024,45.0,Windows 10,0,11722800
HP,HP Omen 16-wf1025TX,Intel Core i7 (14th Gen),Intel,16,16, DDR5 RAM ,5.5,LCD,16.1,GeForce RTX 4060,NVIDIA,1024,0,280.0,Windows 11,8,41697000
ASUS,ASUS Vivobook 16 M1605YA-MB741WS,AMD Octa-Core Ryzen 7,AMD,0,16, DDR4 RAM,2.0,LCD,16.0,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,16497000
Dell,Dell Inspiron 15 3520,Intel Core i5 (12th Gen),Intel,16,8, DDR4 RAM ,3.3,LCD,15.6,Integrated Graphics,Intel,256,1024,65.0,Windows 11,0,16349700
HP,HP Victus 15-fa1128TX,Intel Core i5 (13th Gen),Intel,0,16, DDR4 RAM,4.8,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,150.0,Windows 11,4,18854700
ASUS,ASUS ROG Strix G15 G513RC-HN063W,AMD Octa-Core Ryzen 7,AMD,0,16, DDR4 RAM,4.7,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,90.0,Windows 11,4,26997000
Lenovo,Lenovo IdeaPad Flex 5 14IRU8,Intel Core i5 (13th Gen),Intel,16,16, DDR4 RAM ,1.3,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,21447000
Infinix,Infinix Zero Book ZL12,Intel Core i7 (12th Gen),Intel,0,16, LPDDR5 RAM,2.3,LCD,15.6,Integrated Graphics,Intel,512,0,100.0,Windows 11,0,13197000
MSI,MSI Pulse 17 B13VFK-667IN,Intel Core i7 (13th Gen),Intel,0,8, DDR5 RAM,4.8,LCD,17.3,GeForce RTX 4060,NVIDIA,1024,0,65.0,Windows 11,8,38697000
ASUS,ASUS TUF Gaming A17 FA777RC-HX027WS,AMD Octa-Core Ryzen 7,AMD,16,16, DDR4 RAM ,3.3,LCD,17.3,GeForce RTX 3050,NVIDIA,512,0,90.0,Windows 11,4,33669000
HP,HP Omen 17-cm2003TX,Intel Core i7 (13th Gen),Intel,0,16, DDR5 RAM,4.8,LCD,17.3,GeForce RTX 4060,NVIDIA,1024,0,330.0,Windows 11,8,33897000
HP,HP 15-fd0221TU,Intel Core i5 (13th Gen),Intel,16,16, DDR4 RAM ,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,16830000
MSI,MSI Modern 14 C12M-446IN,Intel Core i3 (12th Gen),Intel,0,8, DDR4 RAM,0.8,LCD,14.0,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,9897000
ASUS,ASUS ROG Zephyrus G15 GA503RW-LN067WS,AMD Octa-Core Ryzen 9,AMD,0,16, DDR5 RAM,4.8,LCD,15.6,GeForce RTX 3070 Ti,NVIDIA,1024,0,65.0,Windows 11,8,60597000
HP,HP 255 G9,AMD Hexa-Core Ryzen 5,AMD,8,8, DDR4 RAM ,2.6,LCD,15.6,Integrated Graphics,AMD,512,0,45.0,Windows 11,0,10497000
Lenovo,Lenovo ThinkBook 15 G5,AMD Octa-Core Ryzen 7,AMD,16,8, DDR4 RAM ,2.0,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,DOS,0,14817000
ASUS,ASUS VivoBook Go 14 E1404FA-NK331W,AMD Quad-Core Ryzen 3,AMD,16,8, LPDDR5 RAM ,4.0,LCD,14.0,Integrated Graphics,AMD,1024,0,45.0,Windows 11,0,10197000
MSI,MSI Creator Z16 A11UET-272IN,Intel Core i9 (11th Gen),Intel,0,16, DDR4 RAM,4.7,LCD,16.0,GeForce RTX 3060,NVIDIA,1024,0,180.0,Windows 10,6,44999700
Lenovo,Lenovo Yoga 7 14IRL8,Intel Core i7 (13th Gen) Processor,Intel,16,16, LPDDR5 RAM ,2.5,LED,14.0,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,34257000
Lenovo,Lenovo LOQ 15IAX9,Intel Core i5 (12th Gen),Intel,32,12, DDR5 RAM ,2.4,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,65.0,Windows 11,4,17697000
ASUS,ASUS ROG Flow X13 GV301QH-K5462TS,AMD Octa-Core Ryzen 9,AMD,16,16, LPDDR4X RAM ,3.1,LED,13.4,GeForce GTX 1650 Ti,NVIDIA,1024,0,100.0,Windows 10,4,31650000
ASUS,ASUS ROG Zephyrus G15 GA503RW-LN066WS,AMD Octa-Core Ryzen 9,AMD,0,16, DDR5 RAM,4.8,LCD,15.6,GeForce RTX 3070 Ti,NVIDIA,1024,0,65.0,Windows 11,8,60597000
Lenovo,Lenovo Ideapad Slim 3,Intel Core i3 (11th Gen),Intel,12,8, DDR4 RAM ,3.0,LCD,15.6,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,10799700
Samsung,Samsung Galaxy Book 4 Pro NP940XGK-KG2IN,Intel Core Ultra 7,Intel,32,16, LPDDR4X RAM ,4.8,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,39597000
MSI,MSI Titan GT77 HX 13VH-093IN,Intel Core i9 (13th Gen),Intel,0,64, DDR5 RAM,4.8,LCD,17.3,GeForce RTX 4080,NVIDIA,2048,0,330.0,Windows 11,12,116997000
Lenovo,Lenovo ThinkBook 15 Gen 5,AMD Octa-Core Ryzen 7,AMD,16,16, DDR4 RAM ,2.0,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,13497000
HP,HP 250 G9,Intel Core i3 (12th Gen),Intel,8,8, DDR4 RAM ,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,DOS,0,9794700
MSI,MSI Katana 15 B12UDXK-1019IN,Intel Core i5 (12th Gen),Intel,0,16, DDR5 RAM,3.3,LCD,15.6,GeForce RTX 3050,NVIDIA,1024,0,65.0,Windows 11,6,23697000
MSI,MSI Katana 15 B13VFK-843IN,Intel Core i9 (13th Gen),Intel,0,16, DDR5 RAM,4.8,LCD,15.6,GeForce RTX 4060,NVIDIA,1024,0,65.0,Windows 11,8,40797000
Samsung,Samsung Galaxy Book 4 Pro NP960XGK-KG2IN,Intel Core Ultra 7,Intel,32,16, LPDDR5X RAM ,4.8,LED,16.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,43497000
ASUS,ASUS TUF Gaming A17 FA706ICB-HX061W,AMD Octa-Core Ryzen 7,AMD,0,8, DDR4 RAM,4.2,LCD,17.3,GeForce RTX 3050,NVIDIA,512,0,180.0,Windows 11,4,23097000
HP,HP 255 G9,AMD Hexa-Core Ryzen 5,AMD,8,8, DDR4 RAM ,2.1,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,DOS,0,10199700
MSI,MSI Modern 14 C12M-269IN,Intel Core i3 (12th Gen),Intel,0,8, DDR4 RAM,0.8,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,13797000
ASUS,ASUS TUF Gaming F15 FX507VU-LP083WS,Intel Core i7 (13th Gen),Intel,32,16, DDR4 RAM ,1.5,LCD,15.6,GeForce RTX 4050,NVIDIA,512,0,240.0,Windows 11,6,32697000
Dell,Dell Inspiron 15 3530,Intel Core i7 (13th Gen),Intel,16,16, DDR4 RAM ,1.3,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,20997000
HP,HP Pavilion 15-eh1047AU,AMD Hexa-Core Ryzen 5,AMD,0,16, DDR4 RAM,4.0,LCD,15.6,Integrated Graphics,AMD,1024,0,65.0,Windows 11,0,16797000
ASUS,ASUS ROG Zephyrus G14 GA401QC-HZ047TS,AMD Octa-Core Ryzen 7,AMD,0,8, DDR4 RAM,3.0,LED,14.0,GeForce RTX 3050,NVIDIA,1024,0,150.0,Windows 10,4,31137000
HP,HP Victus 15-fa1134TX,Intel Core i7 (12th Gen),Intel,16,16, DDR4 RAM ,4.7,LCD,15.6,GeForce RTX 4050,NVIDIA,512,0,200.0,Windows 11,6,26697000
HP,HP Victus 15-fb0150AX,AMD Hexa-Core Ryzen 5,AMD,0,16, DDR4 RAM,4.2,LCD,15.6,Radeon RX 6500M,AMD,512,0,150.0,Windows 11,4,15761700
HP,HP 240 G8,Intel Core i3 (11th Gen),Intel,0,8, DDR4 RAM,4.0,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,10197000
Lenovo,Lenovo IdeaPad Gaming 3 15ARH7,AMD Octa-Core Ryzen 7,AMD,16,16, DDR5 RAM ,4.7,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,6,24657000
Lenovo,Lenovo Ideapad Slim 5 16IRL8,Intel Core i7 (13th Gen),Intel,16,16, LPDDR5 RAM ,2.4,LCD,16.0,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,25257000
ASUS,ASUS ROG Strix G17 G713RS-LL023WS,AMD Octa-Core Ryzen 9,AMD,64,16, DDR5 RAM ,4.8,LCD,17.3,GeForce RTX 3080,NVIDIA,1024,0,65.0,Windows 11,8,65097000
ASUS,ASUS ROG Strix Scar 17 G733ZW-LL105WS,Intel Core i9 (12th Gen),Intel,0,32, DDR4 RAM,4.8,LCD,17.3,GeForce RTX 3070 Ti,NVIDIA,2048,0,90.0,Windows 11,8,80689500
Coconics,Coconics Xtreme C1714,Intel Core i7 (10th Gen),Intel,16,8, DDR4 RAM ,1.8,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,25488000
ASUS,ASUS ROG Zephyrus G15 GA503RSZ-HQ061WS,AMD Octa-Core Ryzen 9,AMD,0,16, DDR5 RAM,4.8,LCD,15.6,GeForce RTX 3080,NVIDIA,1024,0,90.0,Windows 11,8,63597000
ASUS,ASUS ROG Strix Scar 15 G533ZXZ-LN116WS,Intel Core i9 (12th Gen),Intel,0,32, DDR5 RAM,2.5,LCD,15.6,GeForce RTX 3080 Ti,NVIDIA,1024,0,65.0,Windows 11,16,85076700
ASUS,ASUS ExpertBook P1411CEA-EK0411,Intel Core i5 (11th Gen),Intel,16,8, DDR4 RAM ,2.4,LED,14.0,Integrated Graphics,Intel,512,0,37.0,DOS,0,11997000
ASUS,ASUS ROG Strix G15 G513IH-HN084TS,AMD Octa-Core Ryzen 7,AMD,0,8, DDR4 RAM,2.9,LED,15.6,GeForce GTX 1650,NVIDIA,512,0,150.0,Windows 10,4,24147000
ASUS,ASUS VivoBook Pro 15 M6500QC-HN751WS,AMD Octa-Core Ryzen 7,AMD,0,16, DDR4 RAM,3.1,LCD,15.6,GeForce RTX 3050,NVIDIA,1024,0,65.0,Windows 11,4,21297000
HP,HP Spectre x360 14-eu0556TU,Intel Core Ultra 7,Intel,0,32, LPDDR5X RAM,4.8,LED,14.0,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,50997000
HP,HP Spectre x360 14-eu0666TU,Intel Core Ultra 7,Intel,32,32, LPDDR5X RAM ,4.8,LED,14.0,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,49779000
MSI,MSI Stealth 15 A13VF-074IN,Intel Core i7 (13th Gen),Intel,64,16, DDR5 RAM ,3.4,LED,15.6,GeForce RTX 4060,NVIDIA,1024,0,65.0,Windows 11,8,37197000
ASUS,ASUS ROG Strix G15 G513IC-HN055T,AMD Octa-Core Ryzen 7,AMD,32,8, DDR4 RAM ,2.9,LCD,15.6,GeForce RTX 3050,NVIDIA,1024,0,65.0,Windows 10,4,31797000
Samsung,Samsung Galaxy Book 4 NP750XGJ-KG3IN,Intel Core i7 (13th Gen),Intel,0,16, LPDDR4X RAM,1.7,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,22197000
MSI,MSI Stealth 16 Studio A13VF-023IN,Intel Core i7 (13th Gen),Intel,64,32, DDR5 RAM ,4.8,LCD,16.0,GeForce RTX 4060,NVIDIA,1024,0,240.0,Windows 11,8,65997000
ASUS,ASUS ROG Zephyrus G15 GA503RM-HQ057WS,AMD Octa-Core Ryzen 9,AMD,0,16, DDR5 RAM,4.8,LCD,15.6,Radeon,AMD,1024,0,200.0,Windows 11,6,50994000
ASUS,ASUS ROG Zephyrus G15 GA503RS-HQ027WS,AMD Octa-Core Ryzen 9,AMD,0,16, DDR5 RAM,4.8,LCD,15.6,GeForce RTX 3080,NVIDIA,1024,0,65.0,Windows 11,8,56997000
ASUS,ASUS ROG Zephyrus G14 GA402XV-N2034WS,AMD Octa-Core Ryzen 9,AMD,32,32, DDR5 RAM ,4.8,LCD,14.0,GeForce RTX 4060,NVIDIA,1024,0,240.0,Windows 11,8,60434100
ASUS,ASUS ROG Strix G15 G513RM-HF272WS,AMD Octa-Core Ryzen 7,AMD,0,16, DDR5 RAM,4.7,LCD,15.6,GeForce RTX 3060,NVIDIA,1024,0,240.0,Windows 11,6,32397300
Acer,Acer One 14 Z2-493,AMD Dual-Core Ryzen 3,AMD,16,8, DDR4 RAM ,3.1,LCD,14.0,Integrated Graphics,Intel,64,1024,65.0,Windows 11,0,8999700
Lenovo,Lenovo Ideapad Slim 3,Intel Core i5 (12th Gen),Intel,0,8, DDR4 RAM,1.3,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,14397000
ASUS,ASUS ROG Flow X16 GV601RM-M5039WS,AMD Octa-Core Ryzen 9,AMD,0,16, DDR5 RAM,4.8,LCD,16.0,Radeon 680M,AMD,1024,0,240.0,Windows 11,6,49197000
HP,HP Spectre x360 16-aa0665TU,Intel Core Ultra 7,Intel,32,32, LPDDR5X RAM ,4.8,LED,16.0,Integrated Graphics,Intel,2048,0,100.0,Windows 11,0,55497000
ASUS,ASUS ROG Zephyrus G14 GA401QE-K2165TS,AMD Octa-Core Ryzen 9,AMD,0,16, DDR4 RAM,3.0,LED,14.0,GeForce RTX 3050 Ti,NVIDIA,1024,0,180.0,Windows 10,4,29997000
Lenovo,Lenovo ThinkBook 15 G3,AMD Quad-Core Ryzen 3,AMD,8,8, DDR4 RAM ,3.4,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,DOS,0,9600000
ASUS,ASUS ROG Flow Z13 GZ301ZE-LC192WS,Intel Core i9 (12th Gen),Intel,0,16, LPDDR5 RAM,2.5,LCD,13.4,GeForce RTX 3050 Ti,NVIDIA,1024,0,100.0,Windows 11,4,57597000
ASUS,ASUS ROG Strix Scar 16 G634JYR-RA001WS,Intel Core i9 (14th Gen),Intel,64,32, DDR5 RAM ,2.2,LCD,16.0,GeForce RTX 4090,NVIDIA,2048,0,330.0,Windows 11,16,98997000
HP,HP ProBook 445 G8,AMD Octa-Core Ryzen 7,AMD,8,8, DDR4 RAM ,4.2,LCD,14.0,Integrated Graphics,AMD,512,0,65.0,DOS,0,14547000
Lenovo,Lenovo LOQ 15IRX9,Intel Core i7 (13th Gen),Intel,0,16, DDR5 RAM,3.4,LCD,15.6,GeForce RTX 4050,NVIDIA,512,0,170.0,Windows 11,6,30447000
Microsoft,Microsoft Surface Go 3,Intel Core i5 (12th Gen),Intel,0,16, LPDDR5 RAM,3.4,LCD,12.4,Integrated Graphics,Intel,256,0,39.0,Windows 11,0,26517000
HP,HP Envy x360 15-fh0016AU,AMD Hexa-Core Ryzen 5,AMD,0,16, LPDDR4X RAM,4.2,LED,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,26697000
Lenovo,Lenovo LOQ,AMD Octa-Core Ryzen 7,AMD,0,16, DDR5 RAM,3.4,LCD,15.6,GeForce RTX 4060,NVIDIA,512,0,170.0,Windows 11,8,30567000
ASUS,ASUS VivoBook 15 X1504ZA-NJ542WS,Intel Core i5 (12th Gen) Processor,Intel,0,16, DDR4 RAM,2.5,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,15705000
ASUS,ASUS ROG Zephyrus M16 GU604VY-NM058WS,Intel Core i9 (13th Gen),Intel,64,32, DDR5 RAM ,2.6,LCD,16.0,GeForce RTX 4090,NVIDIA,2048,0,280.0,Windows 11,16,109497000
Dell,Dell G15-5525,AMD Octa-Core Ryzen 9,AMD,32,16, DDR5 RAM ,3.3,LCD,15.6,GeForce RTX 3060,NVIDIA,1024,0,65.0,Windows 11,6,32697000
HP,HP Envy Intel Evo  16-h0028TX,Intel Core i7 (12th Gen),Intel,32,16, DDR5 RAM ,4.7,LED,16.0,Arc A370M,Intel,512,0,65.0,Windows 11,4,46772400
Lenovo,Lenovo IdeaPad Flex 5 14ALC7,AMD Hexa-Core Ryzen 5,AMD,16,16, LPDDR4X RAM ,2.1,LCD,14.0,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,25470000
HP,HP Omen 17-ck1023TX,Intel Core i9 (12th Gen),Intel,32,32, DDR5 RAM ,4.8,LCD,17.3,GeForce RTX 3080 Ti,NVIDIA,2048,0,65.0,Windows 11,16,51000000
ASUS,ASUS TUF Gaming A17 FA777XU-HX026WS,AMD Octa-Core Ryzen 9,AMD,32,16, DDR5 RAM ,4.8,LCD,17.3,GeForce RTX 4050,NVIDIA,1024,0,240.0,Windows 11,6,42867000
Dell,Dell Inspiron 14 5430,Intel Core i7 (13th Gen),Intel,16,16, LPDDR5 RAM ,3.4,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,24567000
ASUS,ASUS ProArt Studiobook Pro 16 OLED H7600ZW-L911WS,Intel Core i9 (12th Gen),Intel,64,32, DDR5 RAM ,2.5,LCD,16.0,GeForce RTX 3070 Ti,NVIDIA,1024,0,65.0,Windows 11,8,62547000
HP,HP Omen 16-n0049AX,AMD Octa-Core Ryzen 7,AMD,32,16, DDR5 RAM ,4.7,LCD,16.1,GeForce RTX 3050 Ti,NVIDIA,512,0,200.0,Windows 11,4,37633200
ASUS,ASUS ROG Zephyrus G15 GA503QE-HQ075TS,AMD Octa-Core Ryzen 9,AMD,32,16, DDR4 RAM ,3.1,LCD,15.6,GeForce RTX 3050 Ti,NVIDIA,1024,0,200.0,Windows 10,4,38697000
Microsoft,Microsoft Surface 4,Intel Core i5 (11th Gen),Intel,16,16, LPDDR4X RAM ,1.5,LCD,13.5,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,45599700
Coconics,Coconics Xtreme C1515,Intel Core i5 (10th Gen),Intel,32,8, DDR4 RAM ,1.0,LCD,15.6,Integrated Graphics,Intel,512,0,49.0,Windows 10,0,18708900
ASUS,ASUS ROG Zephyrus Duo 16 GX650RXZ-LS228WS,AMD Octa-Core Ryzen 9,AMD,64,32, DDR5 RAM ,4.8,LCD,16.0,GeForce RTX 3080 Ti,NVIDIA,2048,0,65.0,Windows 11,16,108597000
Lenovo,Lenovo IdeaPad Slim 3 15IRU9,Intel Core 5 (Series 1),Intel,16,16, DDR5 RAM ,1.4,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,19497000
Lenovo,Lenovo ThinkPad P14s Gen 4,AMD Octa-Core Ryzen 7,AMD,32,32, LPDDR5X RAM ,3.3,LCD,14.0,Integrated Graphics,AMD,1024,0,65.0,Windows 11,0,31497000
Gigabyte,Gigabyte G6 MF-H2IN853SH,Intel Core i7 (13th Gen),Intel,32,16, DDR5 RAM ,4.8,LCD,16.0,GeForce RTX 4050,NVIDIA,512,0,65.0,Windows 11,6,29131800
Gigabyte,Gigabyte G6 KF-H3IN853SH,Intel Core i7 (13th Gen),Intel,16,16, DDR5 RAM ,2.4,LCD,16.0,GeForce RTX 4060,NVIDIA,512,0,65.0,Windows 11,8,31948500
MSI,MSI Modern 15 H AI C1MG-048IN,Intel Core Ultra 7,Intel,32,16, DDR5 RAM ,4.8,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,23397000
Dell,Dell G16 7630,Intel Core i7 (13th Gen),Intel,0,16, DDR5 RAM,4.8,LCD,16.0,GeForce RTX 4060,NVIDIA,1024,0,330.0,Windows 11,8,47547000
MSI,MSI Modern 15 H AI C1MG-046IN,Intel Core Ultra 7,Intel,32,16, DDR5 RAM ,4.8,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,20997000
Lenovo,Lenovo ThinkPad P16s Gen 2,AMD Octa-Core Ryzen 7,AMD,32,32, LPDDR5X RAM ,4.8,LCD,16.0,Integrated Graphics,AMD,1024,0,65.0,Windows 11,0,32247000
Dell,Dell Vostro 3520,Intel Core i3 (12th Gen),Intel,16,8, DDR4 RAM ,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,10797000
